1,91.21007584792449,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:CHEBYCHEV,DBCLASD_PTS - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 3.6666667],}
2,91.21007584792449,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:CHEBYCHEV,DBCLASD_PTS - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 3.6666667],}
169,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
170,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
171,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
172,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
173,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
174,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
175,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
176,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
177,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
178,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
179,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
180,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
181,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
182,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
183,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
184,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
185,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
186,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
187,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
188,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
189,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
190,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
191,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
192,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
193,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
194,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
195,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
196,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
197,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
198,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
199,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
200,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
201,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
202,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
203,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
204,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
205,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
206,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
207,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
208,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
209,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
210,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
211,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
212,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
213,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
214,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
215,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
216,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
217,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
218,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
219,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
220,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
221,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
222,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
223,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
224,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
225,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
226,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
227,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
228,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
229,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
230,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
231,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
232,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
233,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
234,93.9016749789515,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 0.5555556],}
235,94.45108872593998,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 9.0,DENCLUE_EPSILON - 2.2222223],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 4.0],}
236,94.45108872593998,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 9.0,DENCLUE_EPSILON - 2.2222223],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 4.0],}
237,94.45108872593998,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 9.0,DENCLUE_EPSILON - 2.2222223],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 4.0],}
238,94.45108872593998,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 9.0,DENCLUE_EPSILON - 2.2222223],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 4.0],}
239,94.45108872593998,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 9.0,DENCLUE_EPSILON - 2.2222223],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 4.0],}
240,94.45108872593998,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 9.0,DENCLUE_EPSILON - 2.2222223],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 4.0],}
241,94.45108872593998,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 9.0,DENCLUE_EPSILON - 2.2222223],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 4.0],}
242,94.45108872593998,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 9.0,DENCLUE_EPSILON - 2.2222223],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 4.0],}
243,94.45108872593998,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 9.0,DENCLUE_EPSILON - 2.2222223],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 4.0],}
244,94.45108872593998,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 9.0,DENCLUE_EPSILON - 2.2222223],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 4.0],}
245,94.45108872593998,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 9.0,DENCLUE_EPSILON - 2.2222223],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 4.0],}
246,94.45108872593998,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 9.0,DENCLUE_EPSILON - 2.2222223],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 4.0],}
247,94.45108872593998,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 9.0,DENCLUE_EPSILON - 2.2222223],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 4.0],}
248,94.45108872593998,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 9.0,DENCLUE_EPSILON - 2.2222223],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 4.0],}
249,94.45108872593998,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 9.0,DENCLUE_EPSILON - 2.2222223],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 4.0],}
250,94.45108872593998,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 9.0,DENCLUE_EPSILON - 2.2222223],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 4.0],}
251,94.45108872593998,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 9.0,DENCLUE_EPSILON - 2.2222223],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 4.0],}
252,94.45108872593998,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 9.0,DENCLUE_EPSILON - 2.2222223],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 8.0,DBSCAN_NUM_PTS - 4.0],}
