1,93.81563061937076,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 3.0,DENCLUE_EPSILON - 4.4444447],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 2.5555556,DBSCAN_NUM_PTS - 3.6666667],}
169,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
170,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
171,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
172,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
173,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
174,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
175,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
176,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
177,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
178,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
179,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
180,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
181,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
182,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
183,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
184,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
185,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
186,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
187,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
188,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
189,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
190,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
191,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
192,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
193,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
194,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
195,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
196,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
197,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
198,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
199,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
200,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
201,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
202,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
203,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
204,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
205,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
206,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
207,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
208,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
209,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
210,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
211,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
212,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
213,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
214,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
215,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
216,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
217,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
218,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
219,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
220,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
221,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
222,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
223,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
224,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
225,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
226,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
227,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
228,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
229,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
230,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
231,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
232,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
233,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
234,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
235,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
236,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
237,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
238,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
239,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
240,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
241,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
242,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
243,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
244,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
245,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
246,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
247,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
248,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
249,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
250,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
251,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
252,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
