% # of instances: 2000

% Class distribution
% c1: 487
% c2: 487
% c3: 522
% c4: 504

@relation Synthetic_3_train

@attribute Dimension_1 numeric
@attribute Dimension_2 numeric
@attribute Dimension_3 numeric
@attribute Dimension_4 numeric
@attribute Dimension_5 numeric
@attribute Dimension_6 numeric
@attribute Dimension_7 numeric
@attribute Dimension_8 numeric
@attribute Dimension_9 numeric
@attribute Dimension_10 numeric
@attribute Dimension_11 numeric
@attribute Dimension_12 numeric
@attribute Dimension_13 numeric
@attribute Dimension_14 numeric
@attribute Dimension_15 numeric
@attribute Dimension_16 numeric
@attribute Dimension_17 numeric
@attribute Dimension_18 numeric
@attribute Dimension_19 numeric
@attribute Dimension_20 numeric
@attribute class {c1,c2,c3,c4}

@data
-0.2411,0.351774,-1.817854,2.909859,0.153026,0.4798,-0.160948,-1.867792,0.30039,0.028376,3.404898,0.018783,0.236427,1.001745,2.830339,0.41958,-2.820745,-0.573315,5.243025,1.248696,c3
1.020808,2.835013,4.014291,2.404067,0.240208,0.567625,0.443333,1.804423,1.406409,-0.131878,3.1138,0.045171,0.150434,0.810457,1.385944,0.219364,-0.205644,-0.465805,2.898232,-0.356272,c3
-0.170139,3.037745,-0.488908,0.601457,2.497466,0.494201,0.485499,-0.09198,0.110489,1.002536,-2.213514,1.692712,0.365719,3.62378,1.867005,0.314825,-0.624423,-2.886462,-4.503657,0.610199,c2
0.249448,3.235149,1.959565,-0.108085,1.324061,1.328502,0.969864,2.792655,1.217983,1.568253,-2.528652,1.817004,-0.054705,1.614634,-4.220661,0.996277,-0.961231,0.245486,-5.323204,-1.585385,c2
0.293602,3.787178,-0.453669,0.356362,3.262408,0.234128,-0.189775,-0.427151,0.853464,0.411596,-1.510741,1.738686,-0.446048,1.210608,-5.002126,0.223472,-0.925757,4.280582,-2.752784,0.143478,c2
0.797907,0.860131,1.143247,5.060427,-0.157358,0.86609,0.371446,-4.175418,1.308101,1.154241,2.835796,0.595731,0.905498,-0.152657,-2.743225,0.284786,1.662714,8.038948,10.139601,3.909593,c4
-0.155716,2.605467,0.763866,3.967178,-0.719335,0.314748,0.545787,0.851306,0.336823,-0.09023,1.797821,0.097844,-0.072148,0.530056,3.587499,0.066626,-1.827893,0.361448,7.326271,-0.101615,c3
1.044743,0.826523,4.106374,-3.973278,0.590482,0.563244,0.803643,-13.487805,0.655132,0.524889,-1.853443,-0.381117,1.088635,-0.068236,-1.175381,0.233221,0.063228,-0.580415,-0.190171,-0.720948,c1
0.78335,0.104074,1.034334,0.243924,0.43237,0.974483,-0.781481,-2.804143,0.713526,0.567095,-2.491078,0.605717,1.306136,-0.287494,-3.134838,0.428592,-0.597979,-0.718247,0.025064,2.928633,c4
1.155922,1.446135,0.477818,3.262104,-0.342312,0.807954,0.758573,1.454581,1.825695,-0.03452,1.234906,0.213989,0.547315,0.842303,2.470348,0.388327,0.441126,-1.52816,4.428344,-1.088,c3
-0.185714,0.173711,-4.28352,1.986334,1.625812,0.080867,0.928189,0.849943,0.24853,0.149066,-2.935318,0.392073,0.855453,-0.036622,3.730117,0.545233,-1.558206,-1.565865,8.193398,0.002847,c3
0.41555,4.183944,-0.380304,-2.196321,1.841633,1.492339,0.858649,0.751219,0.441887,-0.075078,-1.678757,1.819699,1.226729,0.796805,-6.617036,0.52523,1.151176,-2.955385,-3.511019,-1.20212,c2
1.062269,0.815581,-4.188292,-1.85095,0.206494,0.588935,-0.986442,-2.80325,0.933559,0.213364,6.07368,0.752796,1.052078,-0.670569,-3.429296,0.7972,-0.512612,-0.230652,-4.085657,0.801253,c4
0.124602,0.955144,-3.269339,7.588979,-0.53905,0.731622,-0.30515,-3.167188,0.194014,0.206381,-1.715244,1.028431,0.526888,-3.319503,-5.963652,0.715529,2.094995,-0.871827,14.895583,0.560609,c4
-0.670536,2.383807,-0.768126,0.592213,1.254046,1.03131,0.197631,-0.009493,-0.417581,-0.201029,-2.444667,1.892808,0.69142,2.694723,-0.654202,0.785969,-3.078703,-1.099058,-3.38673,-0.491755,c2
-0.370816,0.498982,-0.855381,3.876086,1.67006,-0.214893,0.176777,-1.848779,-0.140458,0.04063,-0.89062,0.585576,1.212268,2.379852,-0.699794,0.625604,-2.147908,-3.069833,-0.520591,-1.293241,c3
-0.4432,-1.37163,-6.565731,-2.806177,0.254604,0.530603,-3.010243,42.556455,0.993463,0.015988,-1.102728,0.048869,1.023124,1.42374,-4.401811,0.944795,2.864367,-0.781347,2.317046,2.349564,c1
0.073231,0.945302,-0.618386,-1.366276,0.877023,0.782082,0.209314,0.926219,0.775239,-0.177445,-0.118709,1.601502,0.363054,3.256632,0.750623,0.254242,-0.77826,-0.715913,0.016146,4.84168,c2
0.947873,2.237325,0.630046,3.483319,1.845318,0.767524,-0.012447,0.185035,0.935361,-0.560376,-1.865283,0.746345,1.521484,1.088035,0.396505,0.639571,-2.241462,-2.205505,1.472017,0.703355,c3
0.063295,1.615165,-0.302704,-1.97525,0.123367,0.518263,-0.872278,-1.927264,0.744174,0.510867,1.072915,1.032234,0.386486,-1.907156,-4.996069,0.795608,-0.280099,-0.373379,-4.148006,4.719553,c4
1.02336,-0.086227,-1.818753,-5.845709,0.429731,0.519515,1.273328,3.435279,1.075969,0.016954,-0.603089,1.499713,1.109846,-1.466603,-4.153764,0.498442,0.095842,0.694339,-11.048554,3.360747,c4
-1.368363,-1.058833,0.983817,-2.749874,0.602227,0.676658,-6.631218,147.034704,1.416801,1.652467,-0.60528,-0.651028,0.975339,-0.318176,-0.847027,0.397703,2.396118,4.250638,2.694548,0.890536,c1
0.623362,1.597132,-0.961565,3.704766,1.072166,0.452838,1.268243,3.787642,1.158356,0.02649,2.537158,0.960558,1.016003,-0.571067,3.422658,0.578309,-0.926235,-1.307272,6.303028,1.119168,c3
1.599021,3.291052,-2.877835,-8.697907,0.274628,0.621312,-1.789174,0.417787,1.598006,1.002813,6.810661,1.191132,0.866403,-2.201919,-6.565028,0.889875,-0.003899,5.337362,-18.534629,3.59692,c4
1.179986,1.979455,-3.854696,1.568916,0.149415,0.418809,-1.667681,-0.154513,1.004859,-0.570251,-2.124421,1.105331,0.868708,3.54185,-4.386095,0.659763,-0.698807,-2.576489,-8.495872,-0.972521,c3
0.339615,-0.813125,-0.977716,3.700608,0.343885,0.63287,0.438366,-1.295814,0.947716,1.412412,1.280764,1.677138,0.436325,-2.997148,-5.709461,0.632964,0.01217,3.022746,7.914084,3.27367,c4
-0.57192,0.460194,-1.403563,-3.042024,0.940424,0.861681,8.992681,65.174569,0.966899,0.833108,0.348149,-0.650603,1.140316,0.147702,-0.617666,0.82961,2.270888,1.379909,2.072317,2.40485,c1
2.350503,-1.279096,0.832476,-1.453573,0.929823,0.761933,-6.148564,131.879531,0.907663,0.60122,-0.372179,-0.449092,0.876267,-1.194621,0.528267,0.678542,1.423462,1.263334,1.263018,-0.070034,c1
1.09862,1.633557,-0.746061,3.22749,1.594987,0.270118,-0.087547,-1.134092,1.498159,0.221245,4.301228,1.29658,0.799649,2.109788,1.149898,0.109201,-1.92169,-1.251348,1.076395,0.759175,c3
0.513534,1.783012,1.134141,-0.826359,2.154202,0.670994,0.42115,-0.303661,1.383085,0.069667,2.634856,1.432791,0.123876,1.572868,-5.311418,0.512976,-1.433151,-0.212549,6.204616,-2.433569,c2
0.86924,2.723325,3.312929,0.414328,1.950135,-0.055198,0.070415,-1.258657,1.483101,-0.040485,4.671414,1.457878,0.831568,1.313232,0.342026,0.978869,-0.376834,-1.113548,-0.771841,-0.774358,c3
1.030909,0.254793,1.200742,-3.424685,-0.183389,0.757214,-0.768219,-4.581744,1.339981,0.55846,1.466551,1.596088,1.465747,0.765445,-2.574157,0.769313,2.408315,5.4888,-6.17394,3.267813,c4
0.266598,3.667886,0.668681,-0.415329,1.304669,0.883952,0.500539,1.17513,0.399138,0.931866,-1.0893,1.3081,0.573667,1.813309,-1.612088,0.820164,1.298971,1.251144,-1.060986,-1.967381,c2
0.224674,2.061309,-2.084777,9.780034,1.772341,0.697486,1.735759,5.898847,1.184396,0.668944,7.987658,1.579356,0.032238,-1.700693,-5.75389,0.661959,-0.496647,-1.708604,18.816588,0.119796,c4
-0.357156,0.211711,1.991324,-3.095377,0.988347,0.824405,5.141293,-3.554503,0.770066,0.469249,-0.4518,-0.299571,1.421236,2.232692,-2.036305,0.005074,0.914234,3.244037,-0.098296,2.808205,c1
1.337966,-0.280081,-0.471603,-4.497903,0.894544,0.830872,-4.112772,68.837425,1.458565,0.19606,-1.323423,-0.52971,0.811866,-0.028455,-1.693882,0.882116,1.022198,0.828645,0.191652,0.340782,c1
1.066323,2.977438,-0.146502,-1.388405,2.165172,0.232544,1.389946,3.741564,1.197647,0.539552,-0.571227,1.328345,1.170808,3.612719,1.874781,0.279094,-2.488372,-0.53849,-2.204278,-1.876474,c2
0.328033,1.748093,-3.215611,-3.051751,0.654376,0.869015,3.229579,-16.572587,1.302646,-0.289235,-0.993472,0.085833,1.137488,0.166643,-1.624712,0.233277,1.540313,0.066885,-1.35914,2.541963,c1
1.041842,2.633145,2.644114,2.100407,1.122132,-0.079366,-1.915348,-1.169207,0.905248,-0.410506,0.246984,1.668963,0.842858,1.342575,0.332093,0.881345,0.216974,-1.49118,0.63939,2.581407,c3
1.018354,1.646348,-0.963426,2.401999,0.814633,0.541742,0.648375,0.361442,1.67863,-0.398655,8.293494,1.814418,0.363813,-0.699668,4.89579,0.894122,-0.992985,0.636526,8.706886,-0.942001,c3
-0.282745,1.344295,0.174167,5.34768,1.293249,0.594195,-0.092203,-1.627507,-0.018722,-0.244705,1.722567,1.824727,-0.350134,1.295871,0.018745,0.354292,-1.149992,-0.650101,-0.669456,-0.867111,c3
0.022025,2.496584,-0.280915,-1.563769,-0.817476,1.043792,0.567322,-0.189789,0.474697,0.590292,2.063732,1.025659,0.283005,3.208376,1.092231,0.708483,-2.183983,4.723338,5.688536,-0.304821,c2
0.093755,1.233289,1.082764,-1.837516,1.221952,0.653106,0.066198,1.475119,0.260225,0.434664,0.802442,0.704059,1.470805,1.427141,-4.268845,0.342548,-0.050532,-0.723623,2.209478,-0.342377,c2
0.188363,4.82022,-3.061678,2.044357,-1.1413,-0.465513,1.445662,5.053839,0.498743,0.013873,-1.280209,1.917156,0.352894,1.941609,-1.57485,0.845823,-1.824538,-2.056517,-3.063837,-0.241025,c3
0.041595,1.436398,-2.111291,-7.693757,0.062189,0.627835,0.708212,0.273763,0.806321,0.761646,-0.272523,1.864526,0.320359,-0.194998,-3.144292,0.674529,-0.929376,-1.889401,-15.274504,2.142065,c4
0.27534,0.864267,-0.15047,5.104667,0.047711,0.55152,2.350375,9.789987,1.069976,-0.187983,0.828035,1.964149,0.370394,2.5288,-1.623786,0.825698,0.312877,0.251056,-5.177483,1.280216,c3
-0.069714,1.486092,9.189773,-3.152728,0.101011,0.586127,8.917778,63.656881,1.069322,-0.63408,-0.120691,-0.230529,0.855552,-0.54752,-2.389165,0.669249,1.07174,1.147347,-0.710788,1.653038,c1
0.734111,2.781035,-2.903617,5.203692,-2.199507,0.504373,-1.317211,-3.012386,1.541738,-0.56469,0.511659,1.913645,0.501286,0.298506,2.394695,0.709516,-1.741104,-2.605843,4.994282,0.671093,c3
0.359754,2.702552,-0.931763,4.023265,-1.783969,0.576626,-1.320224,-2.081573,1.118823,-0.345175,3.777407,1.836621,0.468619,-1.179826,6.241891,0.895674,-1.636224,-2.324506,13.222338,-1.271409,c3
1.044737,2.129229,-0.020733,3.929891,1.952121,0.938665,-0.326455,-0.487007,1.397557,0.483886,5.393707,1.77714,1.368678,2.296683,-0.830819,0.461552,-0.622787,-3.351004,-3.232036,-1.066548,c3
0.651975,0.844469,-7.679955,-3.300036,0.107185,0.545782,0.223523,-5.739415,1.058778,0.196806,-0.401364,0.528493,1.099056,1.40018,-3.273175,0.812556,2.311059,0.339643,1.345712,1.454031,c1
1.524859,2.319188,3.521975,6.42176,2.411872,0.557488,-0.833866,-4.369489,1.115536,0.292849,-4.635602,1.939314,0.202338,-0.021165,-3.522987,0.652419,-0.190438,-1.597686,13.709027,4.38548,c4
0.140519,0.941739,0.89866,-6.272549,2.23599,0.910953,0.641623,-1.726679,0.409414,0.841092,6.232988,1.395949,0.491636,0.053898,-3.267013,0.769624,-1.041241,1.78191,-12.986487,2.162806,c4
-0.334074,2.085324,-1.027655,1.033212,1.644474,0.339372,0.336295,1.985667,0.067627,0.056871,0.622136,1.634871,1.249374,2.00311,-1.850705,0.866989,-1.7727,-1.78581,-3.407315,0.010122,c3
0.078168,4.504896,0.456114,-0.455269,-0.811883,1.00325,1.199737,3.16553,0.125201,0.289973,2.479544,0.800592,0.931789,0.513237,-5.910889,0.793206,-0.907751,-0.925899,4.796572,0.392341,c2
0.981446,2.028112,2.207057,5.943647,0.285725,-0.023832,2.176861,8.888468,1.485003,0.125097,4.290198,1.549351,0.575898,-0.164098,1.830593,0.092875,-1.831763,-2.866375,4.18846,1.307612,c3
0.620443,2.24907,1.619723,0.673222,2.501234,0.023569,1.102917,2.676239,0.707865,1.670697,-1.297551,0.554867,1.218404,2.919211,-1.230077,0.311309,0.481163,3.225241,-3.320606,-1.625509,c2
0.100025,1.071774,4.416494,1.630941,-1.777946,0.521803,1.041914,1.649142,0.188793,0.755978,5.672642,1.413255,0.138046,-1.631359,-5.784243,0.472165,0.321548,-0.542088,5.978446,3.314638,c4
1.290764,-1.453132,-2.796182,2.923533,1.530234,0.692028,-1.034447,-2.16804,1.197601,1.363424,5.862837,1.208785,1.150117,-0.540409,-3.975764,0.292288,0.727569,-0.584818,7.34,2.903129,c4
0.300863,3.701814,1.316238,-0.38867,1.419404,1.380114,0.565827,-0.004529,0.303414,0.76885,2.318602,0.44305,0.648579,3.443039,0.917135,0.408979,-0.139102,-0.076033,4.076268,-1.024269,c2
1.008509,3.092233,0.732658,-1.587274,2.502467,0.213374,1.525054,4.779674,0.96029,1.826748,2.9035,0.276082,0.750431,2.012177,-3.469691,0.825879,-1.460775,-0.210373,7.005823,-3.687239,c2
-0.213173,2.210744,4.130208,1.86843,-1.57863,0.435721,2.05537,7.561288,0.408125,-0.266128,3.661206,1.2896,1.528479,-0.170117,1.414016,0.644464,-0.950438,-2.0979,3.148961,-1.861923,c3
0.381758,1.841539,-2.628363,11.387984,0.961736,0.690057,-2.059843,1.614341,0.968871,0.998013,3.071205,1.503591,0.238271,-0.5205,-3.779838,0.738193,0.927906,-1.5769,24.310911,0.870301,c4
-0.050452,-0.691825,-14.757403,-4.382768,0.59496,0.827781,0.425719,-7.89379,1.171016,1.214628,-0.078878,0.477912,1.234828,-0.701266,0.266483,0.176713,0.957314,0.803984,4.10181,-0.027189,c1
2.751985,0.795894,-1.989527,-3.02904,0.941552,0.788656,4.023351,-13.240789,1.121435,0.415536,0.107216,0.509241,0.280043,-1.155068,-0.564848,0.02348,1.070958,0.142039,2.730958,1.264286,c1
1.172246,-0.423762,0.863687,4.482088,2.225635,0.904076,-0.772346,-3.245874,1.520017,1.028846,1.156721,0.956798,1.19257,-0.817948,-3.775519,0.925648,0.067668,-0.568043,9.558839,2.380817,c4
0.923387,1.817672,5.484688,6.660268,-0.468946,0.597446,0.729861,-0.853453,1.585402,1.118558,3.668189,0.736056,0.813658,-1.257879,-3.75227,0.668176,1.469206,0.22554,12.140196,3.299778,c4
0.285652,0.707329,2.107928,3.070531,-0.050493,-0.34754,-0.451516,-3.44785,1.097456,-0.049657,-5.084617,1.122802,0.670058,0.40364,4.518358,0.163456,-0.859875,-2.536317,10.325185,2.740967,c3
-0.302699,1.022303,0.20457,-2.468343,0.665123,0.763346,-11.537262,376.873168,1.677965,-0.085523,-1.216227,0.53053,1.064835,0.909624,-1.742972,0.34953,1.489394,-0.476685,0.333103,1.39741,c1
0.163546,1.896193,-0.559837,2.033301,-2.030006,1.268523,0.002613,0.58442,0.278659,0.98223,3.918063,-0.104781,1.272447,2.555463,-0.624345,0.808351,-1.353497,-0.972327,7.782216,1.406139,c2
0.523898,3.858082,0.947742,-0.208139,2.568222,0.923575,-0.0625,0.316001,0.781864,0.349549,0.661235,-0.030583,0.860094,0.969344,-7.004113,0.481186,-3.371689,0.138642,2.292929,-0.207395,c2
-0.674287,-0.796615,1.711505,-3.122015,0.049778,0.965126,1.513529,-15.424067,0.823637,-0.487056,0.902531,1.30929,-0.288517,1.328577,-3.037005,0.293377,1.347608,0.904652,0.026576,1.881295,c1
-0.736801,4.812311,-0.227252,-0.482609,2.258501,0.873633,0.751983,1.801215,0.112952,0.42367,-1.784052,-0.117025,0.892412,2.123746,-2.278194,0.134824,-1.815562,-1.132976,-2.966473,10.979988,c2
0.846534,-0.098642,1.015766,-2.485549,2.088058,0.828645,-0.062954,-1.881469,0.828799,0.811218,4.848964,0.894241,1.301386,-0.601931,-2.417458,0.136324,-0.272207,0.290319,-5.49263,3.156676,c4
-0.213077,2.484206,0.515561,5.360447,-0.070874,0.684032,0.570348,-0.383401,0.463471,-0.693508,0.500637,0.937814,0.459394,0.367814,2.010681,0.66478,-1.309691,-2.802916,3.397964,0.335594,c3
0.940985,1.572238,-0.832246,4.115266,-0.395475,0.620803,-4.414508,27.978001,1.129935,-0.328403,4.378197,0.367388,1.036954,-0.987694,-4.332019,0.742677,0.104147,-1.214619,8.128237,1.675956,c4
0.097167,1.779839,3.124126,3.061516,1.277915,-0.423633,-0.047045,-0.718274,0.851175,-0.3924,4.216458,0.782212,1.312957,0.653711,-0.565047,0.23764,0.100971,-3.511124,-1.389582,2.270493,c3
-0.386657,3.292046,1.976635,0.763445,3.183229,1.120028,0.649183,1.659146,0.219504,0.759332,0.008915,-0.18538,1.303551,3.246273,-0.716521,0.614657,0.233926,-1.100042,0.757484,-24.647273,c2
0.664674,0.235598,1.408674,-5.297741,-0.054653,0.662715,-0.705568,-5.048143,0.67851,1.136862,-4.695021,0.290234,0.323853,-1.152282,-4.978838,0.386997,2.265663,-2.116389,-11.791318,2.55538,c4
0.37929,2.877423,-1.781035,-1.650936,0.079401,0.691558,-1.809391,-1.427954,0.971252,1.171762,-0.979769,0.086429,0.531585,-2.236304,-5.865413,0.515768,-0.213555,-0.439931,-4.469443,2.548955,c4
0.717505,1.340692,-0.598637,4.385595,1.324759,0.875509,-0.464052,-0.801161,1.604105,-0.325433,3.326536,0.613187,0.15046,3.105006,-3.89334,0.585993,-0.1789,-2.367502,-7.074735,-0.64484,c3
0.065377,-0.237559,1.625216,-3.550067,0.731537,0.788078,-6.482985,142.820381,1.078246,0.018231,-0.394586,1.286076,-0.105311,-0.159833,1.205094,0.810539,0.897749,-1.741551,0.429092,0.729265,c1
0.138904,0.94291,-3.468411,3.820508,-1.529041,0.742559,-0.799958,-3.911072,0.972116,1.139789,-7.497446,0.245851,0.747828,-0.776403,-3.565928,0.043665,0.252139,-1.094382,6.812668,4.6866,c4
-0.839051,3.235786,-0.398233,-0.824698,3.252713,1.195967,0.817283,3.110999,-0.228993,0.730985,0.030988,-0.06196,0.756546,1.853958,-3.115809,0.504075,-0.918407,-0.486078,-0.476253,4.560304,c2
-0.089564,0.815495,-2.125054,4.951047,-0.002816,-0.434215,0.036651,-0.671663,0.720556,-0.489525,-0.681502,0.361298,0.066641,-0.308075,2.438982,0.650319,0.645894,-2.080149,4.903441,-0.270733,c3
0.442964,3.007975,-2.539761,3.414686,1.791256,0.111338,1.235014,3.438316,1.069581,-0.618983,2.030384,0.29059,0.528556,2.014636,-1.575399,0.717974,0.256529,-1.895691,-2.929942,1.487044,c3
-0.070609,0.941248,-0.74532,-1.284883,1.385603,0.566716,0.884158,1.562554,0.845774,1.281803,0.591164,0.008235,0.857474,1.373884,-3.844981,0.410367,0.575394,-0.542991,0.739612,-0.646263,c2
0.335509,-0.308471,3.520746,10.078112,-0.937011,0.854152,2.098019,8.969814,1.193379,0.837094,6.584664,0.156582,0.982316,-0.529376,-4.682047,0.626163,-1.008253,-3.049826,19.43489,2.183251,c4
-0.080425,1.606737,-0.479178,-0.716913,0.989673,0.785903,0.601391,1.808818,-0.02437,1.735171,0.541803,0.027013,0.867877,2.133437,-2.559153,0.293624,-2.948404,0.639933,1.861971,-0.294233,c2
0.712226,2.378725,1.308162,1.490794,1.899251,0.485359,0.484435,1.179786,1.532366,1.070015,4.267575,0.134714,0.80818,0.686714,-7.307114,0.26646,-1.666474,-2.106647,7.668832,-1.323031,c2
0.279234,2.433616,-1.05221,2.62522,1.198687,0.772341,0.240069,-1.044758,1.183092,-0.570368,0.859717,0.109136,0.098274,1.372578,1.241166,0.469067,-1.583454,-0.253372,1.420389,-0.861569,c3
-0.900275,1.932419,-2.403796,-0.761552,1.905387,1.07091,0.661985,-0.677997,0.065205,0.366383,-1.687392,0.357862,0.939179,4.189181,3.394111,0.885981,-1.494605,0.457778,-2.228506,0.404563,c2
0.580693,-1.318157,9.596832,-5.299875,0.327196,0.755004,-0.243563,-4.017357,1.227227,-0.700298,0.54933,1.367656,0.068473,-0.274358,0.227032,0.168344,1.948833,1.529138,-1.172764,0.370689,c1
1.381724,1.606165,-0.813955,3.741992,-1.103585,0.856382,1.179599,4.973295,1.645893,1.448597,-0.265351,-0.458499,0.693013,0.301376,-3.477618,0.677702,1.770644,-0.924171,7.558627,5.58546,c4
1.045755,0.611702,-4.211161,-4.805173,0.081169,0.708499,0.587113,-11.598121,1.077032,-0.24519,-0.147304,1.818152,-0.227124,0.671886,-1.248189,0.48011,0.820463,0.908959,1.887558,4.081311,c1
0.483718,-0.775562,-0.894277,-2.973274,0.304468,0.571235,7.465708,29.972356,0.590219,0.718905,-0.865636,1.401935,0.07112,1.989849,-3.685884,0.743061,0.759642,-1.76203,2.242725,0.98422,c1
-0.88538,-0.722119,10.632679,-3.448139,0.878766,0.656175,7.781732,37.443122,0.972866,0.442704,0.609438,1.456188,-0.624386,-0.430201,-1.454211,0.67401,1.266289,0.310197,0.639728,0.069055,c1
0.365139,2.387692,-1.902666,2.631363,1.624449,-0.486828,0.883887,2.42362,0.376721,-0.017504,1.935604,-0.003144,0.581096,0.733217,0.680065,0.692331,-0.535465,-1.751723,-0.572403,1.399929,c3
-1.749006,-0.372367,7.429491,-3.702505,0.438366,0.655051,10.277874,102.909724,0.786473,0.168611,-1.692281,1.442505,-0.219809,-1.17834,1.535755,0.693839,2.710441,1.661082,-0.20035,-0.167613,c1
-0.374474,0.442928,2.130959,2.68683,2.505105,-0.22256,1.867463,6.546603,0.036616,-0.917649,-3.374298,-0.080331,0.437411,0.639704,1.325887,0.363496,-1.243517,-2.434982,1.251083,0.701434,c3
-0.098881,1.257417,1.335473,-0.868987,-0.690812,0.073218,-0.155591,-1.320627,0.595912,-0.86545,-1.715732,-0.020851,0.275494,2.356318,-1.088286,0.272222,-2.000708,-0.858706,-2.404539,0.731802,c3
-0.824219,1.778567,0.14664,-1.348112,1.898574,0.128073,0.611115,1.015134,-0.210748,0.944861,0.035311,0.340188,1.060736,2.100132,-1.710086,0.682585,-0.741689,-1.153649,-2.360946,4.119134,c2
0.147929,3.518241,1.444966,0.376996,-0.58968,1.408705,1.54452,7.438492,0.677205,1.071701,-1.818474,0.741697,0.743323,1.466449,-4.885523,0.177473,-1.192829,1.050971,-3.742266,-32.944756,c2
0.774231,2.554227,1.907044,3.164311,0.708988,-0.225842,0.498449,1.185404,1.455173,-1.496408,-5.969593,-0.016906,0.455832,2.005004,-0.836717,0.08849,-1.275539,-1.597664,-1.193043,1.203046,c3
0.275211,0.542784,0.726614,-11.778814,0.608888,0.547012,2.522447,13.807759,1.204198,1.328142,4.516284,-0.50562,0.553971,-1.71369,-3.906583,0.296516,2.002429,0.302939,-22.451437,1.713877,c4
0.742452,2.54004,-3.314194,4.25252,1.621073,0.787013,1.3076,5.426333,0.767745,-1.063739,4.047822,0.040554,0.037981,1.682358,-0.14666,0.693743,-1.809563,-2.630429,-0.765239,-0.759417,c3
1.158478,0.725547,4.146072,2.391922,0.71935,0.422358,-0.208857,-0.338841,1.354924,-1.109,8.35692,0.119627,0.469143,1.435094,0.432804,0.464386,-1.644275,0.057313,-0.265101,-0.186662,c3
-0.475415,3.051983,0.572291,1.486195,1.822263,0.442239,0.140483,-0.685432,-0.112822,1.110091,0.915131,0.841064,0.91797,1.542362,-5.224274,0.520434,-1.130525,-1.173584,2.316138,-1.444091,c2
0.416739,1.383568,0.783608,2.958221,-2.331612,0.73425,0.541465,0.565396,0.727148,-1.460673,3.78836,0.28977,0.585764,-0.745553,4.542558,0.60852,-2.258959,-0.711774,7.573347,0.891901,c3
0.45986,-1.443364,-5.354362,-2.758437,0.814219,0.535817,-5.53102,108.742218,0.884194,0.510265,-0.873523,1.469173,-0.388743,0.059937,-0.933458,0.480379,0.02687,0.730506,0.606963,1.436894,c1
0.663635,-1.517251,-0.375504,2.140004,0.974219,0.516325,-2.289149,3.672309,1.471129,1.440783,-0.82611,-0.006119,0.816507,-1.744088,-5.476083,0.374178,0.720904,0.023274,2.886482,6.179492,c4
2.042049,-0.114213,6.991697,-3.914544,0.95509,0.870534,-3.088859,46.695503,1.464205,1.076347,1.107983,1.434066,-0.311651,2.138413,-3.10444,0.072652,0.962538,2.779208,3.687543,0.189672,c1
0.434999,2.58075,0.827021,4.318902,0.806738,0.394645,-1.061985,-2.007699,1.324364,-0.217514,6.582504,0.394776,0.691989,1.546954,0.096552,0.661876,-1.329329,-1.391263,-1.228559,1.850023,c3
0.821814,-0.001136,4.569292,-4.531996,0.435312,0.699044,3.587673,-16.928976,1.550169,0.846578,1.052827,1.659463,-0.802208,1.401178,-1.10714,0.383886,0.670469,2.448458,1.365722,1.702464,c1
0.508354,2.839432,0.355441,3.724247,1.475435,0.900397,-0.186305,0.441297,1.455008,-0.330665,3.786061,0.5565,0.970938,0.015583,3.065524,0.071429,-0.208064,-2.102974,5.961742,0.043821,c3
0.40725,2.92997,-0.483102,0.609002,2.59296,1.184871,0.705293,1.816197,0.668424,0.775568,-1.630407,1.00552,0.961692,3.901126,1.47223,0.240318,-0.970541,-0.146265,-3.606482,-2.770955,c2
0.354614,0.523021,1.254927,-14.691004,0.770885,0.670698,-3.90184,19.336846,1.088399,1.03005,0.859992,-0.397448,0.785368,-0.997945,-1.923789,0.378809,0.402525,0.38373,-27.8306,3.641802,c4
0.795936,1.704562,2.53622,3.170442,0.180835,0.772284,0.402636,0.687769,1.411946,-0.356727,-0.304273,0.729439,1.096114,1.33375,-0.809909,0.818143,0.160652,-3.05535,-1.109212,0.621352,c3
1.369071,1.012951,-2.680146,-5.195641,-0.255565,0.973486,0.926879,0.018347,1.413921,0.903718,1.223526,0.047088,1.001721,-0.053525,-3.420083,0.854867,0.644829,-1.263168,-10.897672,1.925629,c4
0.808371,-1.294668,-2.195526,-5.374723,0.812215,0.89674,2.097788,-19.509311,1.166383,0.311516,-0.572062,1.132448,0.340756,-0.483417,-0.301273,0.512518,1.119628,0.243312,0.490457,1.019782,c1
1.170436,-2.144431,-10.907051,-3.043448,0.265928,0.501916,-3.226095,47.082307,1.408869,0.051995,-0.73992,1.31421,0.87891,-1.374792,-0.357735,0.548294,1.548922,-1.21425,-0.55863,0.096051,c1
0.652981,1.51107,0.742551,2.74182,1.989574,0.515993,1.304701,3.269735,0.81813,0.008054,-0.063786,0.997546,0.734859,-0.426758,4.293116,0.807098,0.577084,-2.047251,8.284471,0.594305,c3
-0.04943,1.698816,0.459637,4.633883,-1.598646,0.363245,2.656669,10.401909,0.766699,0.92632,-0.880889,1.165378,1.699368,0.975108,3.740859,0.066935,-2.148402,-1.163658,8.980773,2.412359,c3
-0.449869,1.086939,5.366585,-1.707797,0.047954,0.559932,-3.550963,54.728575,0.991428,0.871648,0.188455,0.926703,0.529588,-0.728817,-0.5947,0.200938,1.030695,-1.329124,3.568085,-0.667149,c1
