1,92.43946837094784,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 2.777778],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 1.7777778,DBSCAN_NUM_PTS - 5.0],}
171,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
172,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
173,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
174,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
175,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
176,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
177,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
178,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
179,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
180,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
181,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
182,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
183,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
184,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
185,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
186,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
187,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
188,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
189,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
190,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
191,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
192,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
193,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
194,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
195,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
196,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
197,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
198,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
199,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
200,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
201,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
202,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
203,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
204,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
205,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
206,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
207,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
208,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
209,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
210,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
211,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
212,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
213,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
214,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
215,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
216,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
217,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
218,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
219,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
220,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
221,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
222,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
223,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
224,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
225,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
226,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
227,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
228,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
229,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
230,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
231,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
232,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
233,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
234,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
235,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
236,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
237,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
238,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
239,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
240,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
241,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
242,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
243,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
244,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
245,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
246,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
247,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
248,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
249,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
250,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
251,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
252,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
253,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
254,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
255,98.26142731751894,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
